,name,ages_ranges,geo_locations,genders,interests,behavior,scholarities,languages,family_statuses,all_fields,targeting,response,audience
0,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
1,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [1], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
2,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
3,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [2], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
4,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
5,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [1], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
6,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
7,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [2], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
8,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}, 'locales': [28]}",,
9,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [1], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}, 'locales': [28]}",,
10,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}, 'locales': [28]}",,
11,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [2], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}, 'locales': [28]}",,
12,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}}",,
13,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [1], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}}",,
14,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}}",,
15,Soccer Interest,{u'min': 55},"{u'values': [u'BH'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'not': [6015559470583], u'name': u'Not Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'BH'], u'name': u'countries'}), ('behavior', {u'not': [6015559470583], u'name': u'Not Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'BH']}, 'age_min': 55, 'genders': [2], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}], 'behaviors': [{'id': 6015559470583}]}}",,
16,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'KW'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
17,Soccer Interest,{u'min': 55},"{u'values': [u'KW'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 55, 'genders': [1], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
18,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'KW'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
19,Soccer Interest,{u'min': 55},"{u'values': [u'KW'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}","{u'values': [28], u'name': u'Arabic'}",,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', {u'values': [28], u'name': u'Arabic'}), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 55, 'genders': [2], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}, 'locales': [28]}",,
20,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'KW'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
21,Soccer Interest,{u'min': 55},"{u'values': [u'KW'], u'name': u'countries'}",1.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 1), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 55, 'genders': [1], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
22,Soccer Interest,"{u'max': 24, u'min': 18}","{u'values': [u'KW'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'max': 24, u'min': 18}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
23,Soccer Interest,{u'min': 55},"{u'values': [u'KW'], u'name': u'countries'}",2.0,"{u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}","{u'or': [6015559470583], u'name': u'Expats'}","{u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}",,,"(('interests', {u'not': [6003442346642], u'and': [6004115167424, 6003277229371], u'name': u'Not interested in Football, but interest in physical activity'}), ('geo_locations', {u'values': [u'KW'], u'name': u'countries'}), ('behavior', {u'or': [6015559470583], u'name': u'Expats'}), ('languages', None), ('scholarities', {u'name': u'Graduated', u'or': [3, 7, 8, 9, 11]}), ('genders', 2), ('ages_ranges', {u'min': 55}))","{'flexible_spec': [{'interests': {'id': 6004115167424}}, {'interests': {'id': 6003277229371}}, {'behaviors': [{'id': 6015559470583}]}, {'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], u'countries': [u'KW']}, 'age_min': 55, 'genders': [2], 'age_max': None, 'exclusions': {'interests': [{'id': 6003442346642}]}}",,
